DISTRICT	DISTRICTNAME	CAMPUS	CAMPUSNAME	REGION	COUNTY	COUNTYNAME	TYPE	GRADES	RATING	HOURS11	HOURS12	HOURS13	ITEMS1	ITEMS2	ITEMS3
14903	BELTON ISD	14903042	BELTON MIDDLE	12	14	BELL	M	06 - 08	A	74.4672	5.1738	25.4995	53194	67561	46197
14903	BELTON ISD	14903043	LAKE BELTON MIDDLE	12	14	BELL	M	06 - 08	R	69.3528	4.6905	12.5006	54156	67561	46078
14903	BELTON ISD	14903102	LEON HEIGHTS EL	12	14	BELL	E	EE - 05	E	20.049	3.5	6.7112	51687	74665	45649
14903	BELTON ISD	14903103	MILLER HEIGHTS EL	12	14	BELL	E	PK - 05	R	29.6677	4	13.0002	50300	65369	43430
14903	BELTON ISD	14903104	SOUTHWEST EL	12	14	BELL	E	PK - 05	A	32	3.99	11.9999	49299	67243	45542
14903	BELTON ISD	14903108	LAKEWOOD EL	12	14	BELL	E	KG - 05	E	42.5005	5.5	9	49243	69208	45328
14903	BELTON ISD	14903109	SPARTA EL	12	14	BELL	E	EE - 05	R	41.7274	4	8.2263	53673	66686	44769
14903	BELTON ISD	14903111	JOE M PIRTLE EL	12	14	BELL	E	KG - 05	A	44.4622	4	8.9996	50494	67288	45696
14903	BELTON ISD	14903114	TYLER EL	12	14	BELL	E	EE - 05	L	40.1429	3.3824	15.0002	49296	58945	43936
14903	BELTON ISD	14903116	TARVER EL	12	14	BELL	E	EE - 05	R	39.8707	3.238	18	48256	66338	41991
14905	HOLLAND ISD	14905001	HOLLAND H S	12	14	BELL	S	09 - 12	A	17.1978	0	2.9997	.	75856	39971
14905	HOLLAND ISD	14905041	HOLLAND MIDDLE	12	14	BELL	M	06 - 08	R	10.5711	0	0.7857	.	65448	42061
14905	HOLLAND ISD	14905101	HOLLAND EL	12	14	BELL	E	EE - 05	E	21.3172	0.6952	4.2142	82998	66057	40804
14906	KILLEEN ISD	14906001	KILLEEN H S	12	14	BELL	S	09 - 12	A	140.8533	19.9441	42.717	57299	76504	50010
14906	KILLEEN ISD	14906002	C E ELLISON H S	12	14	BELL	S	09 - 12	A	164.4565	17.0654	54.8616	54924	79485	48672
14906	KILLEEN ISD	14906004	HAYNES SCHOOL H S	12	14	BELL	S	09 - 12	X	13.4878	1.9148	2	58674	64329	48868
14906	KILLEEN ISD	14906006	PATHWAYS ACADEMIC CAMPUS	12	14	BELL	S	09 - 12	1	24.2595	3.234	5.1116	50863	59627	50673
14906	KILLEEN ISD	14906007	HARKER HEIGHTS H S	12	14	BELL	S	09 - 12	A	161.8758	17.8671	53.9855	57296	79904	49231
14906	KILLEEN ISD	14906008	ROBERT M SHOEMAKER H S	12	14	BELL	S	09 - 12	A	149.7907	20.0062	46.3986	55607	74052	47739
14906	KILLEEN ISD	14906009	HAYNES SCHOOL MIDDLE	12	14	BELL	M	06 - 08	X	15.9541	1.9148	4.6494	63253	67071	53935
14906	KILLEEN ISD	14906022	METROPLEX SCHOOL	12	14	BELL	B	04 - 12	X	1.652	0	0	.	.	55969
14906	KILLEEN ISD	14906025	BELL COUNTY JUV DET CTR	12	14	BELL	S	07 - 12	1	7.9524	0.8173	1.3078	64354	72468	46866
14906	KILLEEN ISD	14906026	KILLEEN JJAEP	12	14	BELL	S	07 - 10	X	0.9598	0	0	.	.	54688
14906	KILLEEN ISD	14906042	NOLAN MIDDLE	12	14	BELL	M	06 - 08	A	46.8307	7	8.0003	57891	80535	49994
14906	KILLEEN ISD	14906043	RANCIER MIDDLE	12	14	BELL	M	06 - 08	A	56.0099	7.8161	20.4987	61964	69494	49516
14906	KILLEEN ISD	14906044	MANOR MIDDLE	12	14	BELL	M	06 - 08	A	45.4935	7.3273	11.0003	57586	63623	50012
14906	KILLEEN ISD	14906045	SMITH MIDDLE	12	14	BELL	M	06 - 08	A	51.7197	6.8292	19.3147	52554	76496	48425
14906	KILLEEN ISD	14906046	EASTERN HILLS MIDDLE	12	14	BELL	M	06 - 08	A	54.1965	7.2239	19.5456	59383	71284	49558
14906	KILLEEN ISD	14906048	PALO ALTO MIDDLE	12	14	BELL	M	06 - 08	A	59.6087	6	24.9994	58557	74052	46749
14906	KILLEEN ISD	14906049	LIBERTY HILL MIDDLE	12	14	BELL	M	06 - 08	R	57.4346	7.3633	18.9425	59592	68196	48087
14906	KILLEEN ISD	14906050	LIVE OAK RIDGE MIDDLE	12	14	BELL	M	06 - 08	A	62.2647	7.1667	31.3326	56396	76185	46782
14906	KILLEEN ISD	14906051	UNION GROVE MIDDLE	12	14	BELL	M	06 - 08	R	54.2082	7	20.9242	58414	78261	48303
14906	KILLEEN ISD	14906052	AUDIE MURPHY MIDDLE	12	14	BELL	M	06 - 08	A	37.6546	7.2394	12.9999	54762	71499	46835
14906	KILLEEN ISD	14906053	CHARLES E PATTERSON MIDDLE	12	14	BELL	M	06 - 08	R	47.7502	7.8976	24.7492	55572	67861	46141
14906	KILLEEN ISD	14906100	EL ALTER LEARNING CENTER	12	14	BELL	E	01 - 05	X	7.0017	1	3.0009	68045	.	48762
14906	KILLEEN ISD	14906102	CLIFTON PARK EL	12	14	BELL	E	PK - 05	E	36.137	4.0498	12.0018	57493	71872	49391
14906	KILLEEN ISD	14906103	EAST WARD EL	12	14	BELL	E	PK - 05	R	40.3523	5.5	17.2623	49418	61304	46341
14906	KILLEEN ISD	14906104	FOWLER EL	12	14	BELL	E	EE - 05	R	30.2388	4.6727	7.2894	54860	70109	51712
14906	KILLEEN ISD	14906105	HARKER HEIGHTS EL	12	14	BELL	E	PK - 05	R	52.6173	7.3899	20.9131	58559	69983	48218
14906	KILLEEN ISD	14906108	MEADOWS EL	12	14	BELL	E	EE - 05	R	55.2314	7	20.0024	60368	64288	49718
14906	KILLEEN ISD	14906109	PEEBLES EL	12	14	BELL	E	PK - 05	R	50.2043	7	17.0254	50709	70904	47240
14906	KILLEEN ISD	14906110	PERSHING PARK EL	12	14	BELL	E	PK - 05	A	51.895	6.605	17.8743	50553	69979	48145
14906	KILLEEN ISD	14906111	SUGAR LOAF EL	12	14	BELL	E	PK - 05	R	31.5064	4.1667	10.0021	56411	68364	49622
14906	KILLEEN ISD	14906112	WEST WARD EL	12	14	BELL	E	PK - 05	R	40.438	4	12.8425	53609	71438	50358
14906	KILLEEN ISD	14906113	BELLAIRE EL	12	14	BELL	E	PK - 05	R	38.5191	5.009	6.8138	59991	66151	49956
14906	KILLEEN ISD	14906115	NOLANVILLE EL	12	14	BELL	E	PK - 05	R	46.7084	5.0389	9.7945	59731	69342	50360
14906	KILLEEN ISD	14906116	CLARKE EL	12	14	BELL	E	PK - 03	A	45.7844	5.8553	16.8581	53536	77890	48837
14906	KILLEEN ISD	14906117	DUNCAN EL	12	14	BELL	E	PK - 05	R	46.6721	5.5	14.8911	54493	71649	48013
14906	KILLEEN ISD	14906119	HAY BRANCH EL	12	14	BELL	E	PK - 05	R	47.1746	5.8947	13.0037	56806	69043	49611
14906	KILLEEN ISD	14906120	WILLOW SPRINGS EL	12	14	BELL	E	PK - 05	A	64.2715	7.4091	34.6461	52485	67085	45844
14906	KILLEEN ISD	14906121	MOUNTAIN VIEW EL	12	14	BELL	E	EE - 05	E	48.387	6.5332	11.4095	54663	70808	49377
14906	KILLEEN ISD	14906122	REECES CREEK EL	12	14	BELL	E	KG - 05	R	74.7626	7	32.4806	51744	62872	46829
14906	KILLEEN ISD	14906123	CLEAR CREEK EL	12	14	BELL	E	PK - 05	A	56.112	6.6667	18.7314	49116	73331	47977
14906	KILLEEN ISD	14906124	CEDAR VALLEY EL	12	14	BELL	E	PK - 05	R	47.4664	6	10.4291	57593	67065	49619
14906	KILLEEN ISD	14906125	BROOKHAVEN EL	12	14	BELL	E	EE - 05	R	52.1491	6.1117	20.0033	51639	62413	46717
14906	KILLEEN ISD	14906126	VENABLE VILLAGE EL	12	14	BELL	E	EE - 05	E	41.6404	5.5	11.9102	54609	73675	51823
14906	KILLEEN ISD	14906127	TRIMMIER EL	12	14	BELL	E	EE - 05	A	57.8657	5.5	22.0023	60115	69365	46907
14906	KILLEEN ISD	14906128	MONTAGUE VILLAGE EL	12	14	BELL	E	PK - 05	E	46.0529	5.5	23.9982	50874	65770	45987
14906	KILLEEN ISD	14906129	MAXDALE EL	12	14	BELL	E	EE - 05	R	47.0226	4.5	18.0034	57977	60810	47211
14906	KILLEEN ISD	14906130	IRA CROSS JR EL	12	14	BELL	E	PK - 05	A	56.4582	6	28.0577	52528	60781	45287
14906	KILLEEN ISD	14906131	IDUMA EL	12	14	BELL	E	PK - 05	A	65.7069	8.7893	30.001	51267	70551	46458
14906	KILLEEN ISD	14906132	OVETA CULP HOBBY EL	12	14	BELL	E	EE - 05	E	50.7381	5.9273	23.0041	57104	67947	46476
14906	KILLEEN ISD	14906133	TIMBER RIDGE EL	12	14	BELL	E	EE - 05	R	59.1266	7.0617	29.0018	50632	70766	47099
14906	KILLEEN ISD	14906135	SAEGERT EL	12	14	BELL	E	EE - 05	R	75.934	6.4278	30.4299	52894	64891	46970
14906	KILLEEN ISD	14906136	SKIPCHA EL	12	14	BELL	E	PK - 05	R	54.7581	7.7187	20.0048	52894	64295	45539
14906	KILLEEN ISD	14906137	RICHARD E CAVAZOS EL	12	14	BELL	E	PK - 05	R	41.938	4.8525	11.9997	55763	62373	48560
14907	ROGERS ISD	14907001	ROGERS H S	12	14	BELL	S	09 - 12	A	24.4857	0.8574	5.7262	52055	60218	42600
14907	ROGERS ISD	14907041	ROGERS MIDDLE	12	14	BELL	M	06 - 08	A	18.2581	1.2619	3.2744	53491	75990	44445
14907	ROGERS ISD	14907102	ROGERS EL	12	14	BELL	E	PK - 05	A	24.5608	1.3333	5.5348	50721	66292	40983
14908	SALADO ISD	14908001	SALADO H S	12	14	BELL	S	09 - 12	R	38.4415	3	4.0004	45370	67774	46524
14908	SALADO ISD	14908041	SALADO INT	12	14	BELL	E	03 - 06	R	30.631	2.75	3.0003	43346	61985	45085
14908	SALADO ISD	14908042	SALADO J H	12	14	BELL	M	07 - 08	A	15.3335	0.5	4.1664	59898	63750	41908
14908	SALADO ISD	14908101	THOMAS ARNOLD EL	12	14	BELL	E	EE - 02	R	17.9334	0.75	4	55832	67723	41540
14909	TEMPLE ISD	14909002	TEMPLE H S	12	14	BELL	S	09 - 12	A	151.7115	16.3986	44.5003	51664	65039	46320
14909	TEMPLE ISD	14909005	WHEATLEY ALTERNATIVE EDUCATION CEN	12	14	BELL	B	01 - 12	X	7.0003	0	3.0004	.	78510	44438
14909	TEMPLE ISD	14909008	FRED W EDWARDS ACADEMY AEC	12	14	BELL	S	09 - 12	1	4.3699	0	3.0001	.	57025	45412
14909	TEMPLE ISD	14909041	LAMAR MIDDLE	12	14	BELL	M	06 - 08	L	50.0517	6.0454	16.7922	50455	66390	44394
14909	TEMPLE ISD	14909042	TRAVIS MIDDLE	12	14	BELL	M	06 - 08	L	45.4542	5	9.7645	52651	61960	43604
14909	TEMPLE ISD	14909044	BONHAM MIDDLE	12	14	BELL	M	06 - 08	A	46.3454	7.1429	16.8046	43975	67360	43766
14909	TEMPLE ISD	14909101	BETHUNE EARLY CHILDHOOD CENTER	12	14	BELL	E	EE - KG	X	30.7835	4.6909	11.4118	51560	69719	43945
14909	TEMPLE ISD	14909102	CATER EL	12	14	BELL	E	KG - 05	A	28.1901	2.5	8.0889	44645	65363	45454
14909	TEMPLE ISD	14909107	JEFFERSON EL	12	14	BELL	E	KG - 05	A	33.3133	5.8298	9.0744	42100	66848	44988
14909	TEMPLE ISD	14909110	SCOTT EL	12	14	BELL	E	KG - 05	L	24.1301	4.053	4.6069	43865	60033	46697
14909	TEMPLE ISD	14909111	THORNTON EL	12	14	BELL	E	KG - 05	A	32.0058	5.75	9.5	47006	57203	44308
14909	TEMPLE ISD	14909114	WESTERN HILLS EL	12	14	BELL	E	KG - 05	A	35.1984	6.1702	9.0002	48561	65138	45762
14909	TEMPLE ISD	14909115	MERIDITH-DUNBAR EL	12	14	BELL	E	KG - 03	A	18.9444	5.803	8	46262	67016	43264
14909	TEMPLE ISD	14909116	RAYE-ALLEN EL	12	14	BELL	E	EE - 06	A	34.9794	6.3333	8.9999	44491	68603	44468
14909	TEMPLE ISD	14909117	KENNEDY-POWELL EL	12	14	BELL	E	KG - 05	R	33.6376	4.25	9.0004	49355	70908	44470
14909	TEMPLE ISD	14909118	HECTOR P GARCIA EL	12	14	BELL	E	KG - 05	A	36.1749	5.0129	15.1339	41263	56843	43926
14910	TROY ISD	14910001	TROY H S	12	14	BELL	S	09 - 12	A	30.9649	1.25	8.0004	62005	66900	42299
14910	TROY ISD	14910041	RAYMOND MAYS MIDDLE	12	14	BELL	M	06 - 08	R	22.142	1.25	5.9999	51997	63185	41330
14910	TROY ISD	14910101	TROY EL	12	14	BELL	E	02 - 05	R	25.9072	1.2964	3.9998	49665	66774	42733
14910	TROY ISD	14910103	EDNA BIGHAM MAYS ELEMENTARY	12	14	BELL	E	EE - 01	R	15.0934	1.2036	5	49596	70001	41798
15801	POR VIDA ACADEMY	15801001	POR VIDA ACADEMY CHARTER H S	20	15	BEXAR	S	09 - 12	2	15.0587	4.9412	5.9992	42500	47667	36898
15801	POR VIDA ACADEMY	15801002	CORPUS CHRISTI COLLEGE PREP H S	20	15	BEXAR	S	09 - 12	L	8.2628	0	6.2627	.	42123	35567
15801	POR VIDA ACADEMY	15801003	CESAR E CHAVEZ ACADEMY	20	15	BEXAR	S	09 - 12	2	6.237	1.7619	0.238	39494	40000	33954
15802	GEORGE GERVIN ACADEMY	15802001	GEORGE GERVIN ACADEMY	20	15	BEXAR	B	PK - 12	1	36.9143	0	21.7698	.	45642	35423
15802	GEORGE GERVIN ACADEMY	15802004	THE EDUCATION AND TRAINING CENTER	20	15	BEXAR	S	09 - 12	1	4.7335	0	2.84	.	47544	38254
15803	HIGGS CARTER KING GIFTED & TALENTE	15803101	HIGGS CARTER KING GIFTED & TALENTE	20	15	BEXAR	B	PK - 12	1	18.0144	0.116	8.0003	48467	51165	40864
15805	NEW FRONTIERS CHARTER SCHOOL	15805041	NEW FRONTIERS MIDDLE SCH	20	15	BEXAR	M	06 - 08	1	12.3886	1.6452	0.9999	43395	.	44592
15805	NEW FRONTIERS CHARTER SCHOOL	15805101	NEW FRONTIERS CHARTER SCHOOL	20	15	BEXAR	E	04 - 05	A	8.6234	1.6452	3.702	43655	.	43196
15805	NEW FRONTIERS CHARTER SCHOOL	15805102	EARLY CHILDHOOD ACADEMY	20	15	BEXAR	E	KG - 03	R	12.918	4.6452	8.2981	44055	.	44084
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806001	RICK HAWKINS H S	20	15	BEXAR	S	09 - 12	A	8.9061	2.3571	2.9643	40326	48333	35097
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806003	MILTON B LEE ACADEMY OF SCIENCE &	20	15	BEXAR	S	09 - 12	A	15.574	0.7857	6.1316	55000	61836	36069
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806041	DR PAUL S SAENZ J H	20	15	BEXAR	M	07 - 08	L	18.3449	2	9.1166	35512	55000	33528
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806101	DR HARMON W KELLEY EL	20	15	BEXAR	E	PK - 03	R	28.8882	3.8235	13.9999	35591	44356	32903
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806103	DR JAMES L BURCH INT	20	15	BEXAR	E	04 - 06	R	21.7985	1.8235	11.0008	31002	45040	32593
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806104	PRE-K ACADEMY	20	15	BEXAR	E	PK - PK	X	3.9733	0	2	.	50095	33133
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806105	DR DAVID M COPELAND EL	20	15	BEXAR	E	PK - 03	R	20.8441	3	12.9992	36167	43286	33208
15806	SCHOOL OF EXCELLENCE IN EDUCATION	15806106	DR DAVID C WALKER INT	20	15	BEXAR	E	04 - 06	A	15.91	3	9.0008	35604	42040	33022
15807	SOUTHWEST PREPARATORY SCHOOL	15807001	SOUTHWEST PREPARATORY SCHOOL	20	15	BEXAR	S	09 - 12	1	17.6633	1.45	7.9173	39145	47550	44731
15807	SOUTHWEST PREPARATORY SCHOOL	15807002	SOUTHWEST PREPARATORY SOUTHEAST CA	20	15	BEXAR	S	09 - 12	1	14.5857	2	3.2081	54095	49491	39805
15807	SOUTHWEST PREPARATORY SCHOOL	15807004	SOUTHWEST PREPARATORY SCHOOL-NORTH	20	15	BEXAR	S	09 - 12	1	19.5393	2	9.6137	53293	50914	43888
15807	SOUTHWEST PREPARATORY SCHOOL	15807005	NEW DIRECTIONS	20	15	BEXAR	S	09 - 12	1	3.3469	1	2.2773	43961	52958	43494
15808	JOHN H WOOD JR PUBLIC CHARTER DIST	15808001	JOHN H WOOD JR CHARTER SCHOOL AT A	20	15	BEXAR	B	06 - 12	3	9.8595	1.4305	5.0008	63160	56202	47740
15808	JOHN H WOOD JR PUBLIC CHARTER DIST	15808003	JOHN H WOOD JR CS HAYS CO JUVENILE	20	15	BEXAR	S	07 - 12	3	7.9989	2	3.9988	41500	55537	42167
15808	JOHN H WOOD JR PUBLIC CHARTER DIST	15808005	JOHN H WOOD JR CHARTER SCHOOL AT S	20	15	BEXAR	B	02 - 12	3	18.9794	2.8877	6.9976	54876	67033	44035
15808	JOHN H WOOD JR PUBLIC CHARTER DIST	15808006	JOHN H WOOD JR CS GRANBURY	20	15	BEXAR	S	07 - 12	1	5.7489	1	2.0012	64890	54075	50380
15808	JOHN H WOOD JR PUBLIC CHARTER DIST	15808007	ROCKDALE	20	15	BEXAR	S	07 - 12	1	5.9983	0	0.999	.	50500	46215
15808	JOHN H WOOD JR PUBLIC CHARTER DIST	15808008	GARZA COUNTY	20	15	BEXAR	S	07 - 12	3	5.7964	1	1.0005	55000	75000	33744
15809	BEXAR COUNTY ACADEMY	15809101	BEXAR COUNTY ACADEMY	20	15	BEXAR	E	PK - 08	L	23.7861	7.9144	13.8503	33483	37543	31109
15812	GEORGE I SANCHEZ CHARTER HS SAN AN	15812001	GEORGE I SANCHEZ CHARTER H S SAN A	20	15	BEXAR	S	09 - 12	2	10.8921	2	6.9351	47927	56750	43736
15814	POSITIVE SOLUTIONS CHARTER SCHOOL	15814001	POSITIVE SOLUTIONS CHARTER	20	15	BEXAR	S	09 - 12	1	10.9986	5	2.9988	33185	65458	31507
15815	RADIANCE ACADEMY OF LEARNING	15815001	RADIANCE ACADEMY OF LEARNING	20	15	BEXAR	E	PK - KG	3	2.2143	1.9626	0	45205	43600	29058
15815	RADIANCE ACADEMY OF LEARNING	15815041	RADIANCE ACADEMY OF LEARNING (DEL	20	15	BEXAR	B	06 - 12	1	16.0016	1	9.5014	25000	.	33933
15815	RADIANCE ACADEMY OF LEARNING	15815101	RADIANCE ACADEMY OF LEARNING (WEST	20	15	BEXAR	B	PK - 12	1	23.0004	2	9	43291	65000	35492
15815	RADIANCE ACADEMY OF LEARNING	15815102	RADIANCE ACADEMY OF LEARNING (INTE	20	15	BEXAR	E	PK - 08	1	11.1313	1.869	4.0001	31275	43500	32770
15815	RADIANCE ACADEMY OF LEARNING	15815103	RADIANCE ACADEMY OF LEARNING (DAYS	20	15	BEXAR	E	PK - 06	1	4.9995	1	2.9999	55000	33000	35193
15815	RADIANCE ACADEMY OF LEARNING	15815104	RADIANCE ACADEMY OF LEARNING (ABUN	20	15	BEXAR	E	KG - 07	2	8.5064	1.12	5.2116	24691	45000	40433
15816	ACADEMY OF CAREERS AND TECHNOLOGIE	15816001	ACADEMY OF CAREERS AND TECHNOLOGIE	20	15	BEXAR	S	09 - 12	1	15.9998	3	14.9998	35860	49185	33710
15817	SAN ANTONIO CAN HIGH SCHOOL	15817001	SAN ANTONIO CAN H S	20	15	BEXAR	S	09 - 12	2	23.9996	2	9	28840	61052	41073
15819	SHEKINAH RADIANCE ACADEMY	15819001	SHEKINAH RADIANCE ACADEMY	20	15	BEXAR	E	PK - 05	2	8.0002	1	8.0002	43000	26593	36170
15819	SHEKINAH RADIANCE ACADEMY	15819002	WASHINGTON TYRANNUS SCHOOL OF THE	20	15	BEXAR	S	07 - 10	1	1.9996	1	0.9997	23400	.	35500
15819	SHEKINAH RADIANCE ACADEMY	15819101	SHEKINAH HOPE	20	15	BEXAR	E	PK - 05	1	4.4541	0	3.4538	.	36500	37061
15819	SHEKINAH RADIANCE ACADEMY	15819102	SHEKINAH WALZEM	20	15	BEXAR	B	PK - 12	2	22.5011	2	6.0004	42500	47518	35581
15819	SHEKINAH RADIANCE ACADEMY	15819103	SHEKINAH RADIANCE ACADEMY ABUNDANT	20	15	BEXAR	B	KG - 12	1	24.4251	2.0774	13.5013	25163	40000	33794
15819	SHEKINAH RADIANCE ACADEMY	15819105	WEST COLUMBIA CHARTER SCH	20	15	BEXAR	B	KG - 12	1	9.0001	1.0254	6.0006	77881	.	37605
15819	SHEKINAH RADIANCE ACADEMY	15819106	VILLAGE AT SOUTH PARK	20	15	BEXAR	E	PK - 02	1	1.9996	0	1.9996	.	.	39546
15819	SHEKINAH RADIANCE ACADEMY	15819107	SHEKINAH RADIANCE ACADEMY (DALLAS	20	15	BEXAR	E	KG - 06	1	8.0009	0	7.0009	.	.	33750
15819	SHEKINAH RADIANCE ACADEMY	15819108	SHEKINAH RADIANCE ACADEMY (GARLAND	20	15	BEXAR	E	KG - 06	1	8	1	3	17000	.	33375
15820	SAN ANTONIO SCHOOL FOR INQUIRY & C	15820001	SAN ANTONIO SCHOOL FOR INQUIRY	20	15	BEXAR	B	03 - 12	1	15.4245	3.6572	8.1692	41997	32678	35963
15820	SAN ANTONIO SCHOOL FOR INQUIRY & C	15820002	MONTICELLO	20	15	BEXAR	E	KG - 02	X	3.9572	0	1.9786	.	47800	29025
15822	JUBILEE ACADEMIC CENTER	15822001	JUBILEE ACADEMY	20	15	BEXAR	B	PK - 12	A	39.0934	9.3877	7.0001	41177	69605	36140
15822	JUBILEE ACADEMIC CENTER	15822002	ALPHA ACADEMY	20	15	BEXAR	B	06 - 12	A	11.7154	1.5	4	44591	49922	35982
15822	JUBILEE ACADEMIC CENTER	15822003	BCFS - HARLINGEN	20	15	BEXAR	M	07 - 08	1	3.9992	0	0	.	62924	40857
15822	JUBILEE ACADEMIC CENTER	15822004	BCFS - SAN ANTONIO	20	15	BEXAR	M	07 - 08	1	2.0012	0	0	.	62924	47859
15822	JUBILEE ACADEMIC CENTER	15822005	HIGHLAND PARK GIFTED & TALENTED AC	20	15	BEXAR	E	PK - 05	A	10.0752	0	1.7114	.	60500	36947
15823	SAN ANTONIO TECHNOLOGY ACADEMY	15823001	SAN ANTONIO TECHNOLOGY ACADEMY	20	15	BEXAR	S	09 - 12	L	8.159	0	2.001	.	51438	28581
15824	SAN ANTONIO PREPARATORY ACADEMY	15824001	SAN ANTONIO PREPARATORY ACADEMY	20	15	BEXAR	E	PK - 08	A	14.2479	1	7.2485	48186	47978	38670
15824	SAN ANTONIO PREPARATORY ACADEMY	15824002	SENDERO ACADEMY	20	15	BEXAR	B	PK - 12	L	29.5063	1	13.7515	44567	42667	36669
15825	LIGHTHOUSE CHARTER SCHOOL	15825101	LIGHTHOUSE CHARTER SCHOOL	20	15	BEXAR	E	PK - 08	L	13.9052	0	10.9532	.	70000	36589
15826	KIPP SAN ANTONIO	15826001	KIPP UNIVERSITY PREP H S	20	15	BEXAR	S	09 - 10	A	14.5173	1.8716	8.7539	48703	75000	51043
15826	KIPP SAN ANTONIO	15826041	KIPP ASPIRE ACADEMY	20	15	BEXAR	M	05 - 08	A	25.6882	6.8769	13.6063	50464	81000	51196
15826	KIPP SAN ANTONIO	15826042	KIPP CAMINO ACADEMY	20	15	BEXAR	E	05 - 05	A	6.5492	1	4.0545	39000	80000	38534
15827	SCHOOL OF SCIENCE AND TECHNOLOGY	15827001	SCHOOL OF SCIENCE AND TECHNOLOGY	20	15	BEXAR	B	06 - 12	R	31.0527	1	18.0529	32000	54450	37663
15827	SCHOOL OF SCIENCE AND TECHNOLOGY	15827002	SCHOOL OF SCIENCE AND TECHNOLOGY	20	15	BEXAR	E	KG - 08	L	26.0684	0	18.0687	.	62511	36044
15828	HARMONY SCIENCE ACAD (SAN ANTONIO)	15828001	HARMONY SCIENCE ACAD (SAN ANTONIO)	20	15	BEXAR	B	KG - 12	A	57.9569	1.9095	40.0257	34763	56766	38581
15828	HARMONY SCIENCE ACAD (SAN ANTONIO)	15828002	HARMONY SCHOOL OF INNOVATION - SAN	20	15	BEXAR	E	KG - 08	A	22.3041	1	11.6093	27000	65886	37280
15830	BROOKS ACADEMY OF SCIENCE AND ENGI	15830001	BROOKS ACADEMY OF SCIENCE AND ENGI	20	15	BEXAR	B	06 - 12	A	40.9305	5.0769	26.9281	36960	57270	45043
15831	SCHOOL OF SCIENCE AND TECHNOLOGY D	15831001	SCHOOL OF SCIENCE AND TECHNOLOGY	20	15	BEXAR	E	KG - 08	A	27.2346	1.9196	15.2342	26312	58917	36245
15832	CITY CENTER HEALTH CAREERS	15832001	CITY CENTER HEALTH CAREERS	20	15	BEXAR	B	06 - 10	L	8.0005	0	7.0002	.	30000	40939
15833	HENRY FORD ACADEMY ALAMEDA SCHOOL	15833001	HENRY FORD ACADEMY ALAMEDA SCHOOL	20	15	BEXAR	S	09 - 11	L	12.5001	1	7.0002	35000	65829	42686
15901	ALAMO HEIGHTS ISD	15901001	ALAMO HEIGHTS H S	20	15	BEXAR	S	09 - 12	A	106.8064	11.2833	14.1106	61997	72838	56736
15901	ALAMO HEIGHTS ISD	15901002	BEXAR CO J J A E P	20	15	BEXAR	M	08 - 08	X	.	.	.	.	.	.
15901	ALAMO HEIGHTS ISD	15901041	ALAMO HEIGHTS J H	20	15	BEXAR	M	06 - 08	A	70.546	6	14.0747	58419	77978	53470
15901	ALAMO HEIGHTS ISD	15901101	CAMBRIDGE EL	20	15	BEXAR	E	01 - 05	A	62.1666	5.8	17	57585	78306	54633
15901	ALAMO HEIGHTS ISD	15901102	HOWARD EL	20	15	BEXAR	E	EE - KG	X	25.9599	6	2	57523	102542	57306
15901	ALAMO HEIGHTS ISD	15901104	WOODRIDGE EL	20	15	BEXAR	E	01 - 05	R	69.8334	5.4358	13	54876	92055	56944
15904	HARLANDALE ISD	15904001	HARLANDALE H S	20	15	BEXAR	S	09 - 12	A	134.4783	12.3299	42.4143	55646	70104	49165
15904	HARLANDALE ISD	15904002	MCCOLLUM H S	20	15	BEXAR	S	09 - 12	A	120.2059	13.2652	50.0989	58161	70663	48960
15904	HARLANDALE ISD	15904003	HAC DAEP H S	20	15	BEXAR	S	09 - 12	X	7.2427	0.5334	1.2174	52305	72452	49536
15904	HARLANDALE ISD	15904004	FRANK M TEJEDA ACADEMY	20	15	BEXAR	S	09 - 12	1	14.2298	7	4.0006	56259	78027	48507
15904	HARLANDALE ISD	15904007	BEXAR CO J J A E P	20	15	BEXAR	M	07 - 09	X	.	.	.	.	.	.
15904	HARLANDALE ISD	15904008	HARLANDALE ALTERNATIVE CENTER BOOT	20	15	BEXAR	S	09 - 09	X	1.6049	0.5334	0	52305	72452	49244
15904	HARLANDALE ISD	15904010	FENLEY TRANSITIONAL H S	20	15	BEXAR	S	09 - 12	X	2.394	0.8334	0.3369	62120	72452	50096
15904	HARLANDALE ISD	15904041	HARLANDALE MIDDLE	20	15	BEXAR	M	06 - 08	L	53.4054	8.0952	15.0009	56331	76315	51031
15904	HARLANDALE ISD	15904042	A LEAL JR MIDDLE	20	15	BEXAR	M	06 - 08	A	53.3898	6.1168	16.7439	59384	58817	48825
15904	HARLANDALE ISD	15904043	TERRELL WELLS MIDDLE	20	15	BEXAR	M	06 - 08	R	49.7223	4	17.9998	54066	69854	49495
